wojewodztwo,powiat_miasto,teryt,stan_rekordu_na,liczba_na_10_tys_mieszkancow,liczba_osob_objetych_kwarantanna,liczba_ozdrowiencow,liczba_pozostalych_testow,liczba_przypadkow,liczba_testow_z_wynikiem_negatywnym,liczba_testow_z_wynikiem_pozytywnym,liczba_wykonanych_testow,liczba_zlecen_poz,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych
łódzkie,piotrkowski,t1010,2021-03-23 00:00:00,2.96,1283,41,3,27,117,32,152,188,0,0,0
warmińsko-mazurskie,piski,t2816,2021-03-23 00:00:00,8.22,583,12,2,46,69,48,119,109,2,2,0
wielkopolskie,pleszewski,t3020,2021-03-23 00:00:00,5.4,476,30,0,34,72,62,134,107,0,0,0
mazowieckie,Płock,t1462,2021-03-23 00:00:00,1.34,895,30,1,16,144,22,167,200,3,0,3
mazowieckie,płocki,t1419,2021-03-23 00:00:00,1.62,879,16,1,18,94,19,114,169,0,0,0
mazowieckie,płoński,t1420,2021-03-23 00:00:00,7.37,1055,18,7,64,118,69,194,143,4,0,4
łódzkie,poddębicki,t1011,2021-03-23 00:00:00,1.22,305,10,0,5,36,6,42,64,1,0,1
zachodniopomorskie,policki,t3211,2021-03-23 00:00:00,4.68,1074,42,7,38,87,43,137,183,0,0,0
dolnośląskie,polkowicki,t0216,2021-03-23 00:00:00,3.8,614,20,2,24,72,25,99,81,0,0,0
wielkopolskie,Poznań,t3064,2021-03-23 00:00:00,6.31,6854,386,13,337,799,358,1170,1533,0,0,0
wielkopolskie,poznański,t3021,2021-03-23 00:00:00,7.56,7142,295,10,305,548,363,921,1375,0,0,0
małopolskie,proszowicki,t1214,2021-03-23 00:00:00,1.39,400,22,1,6,34,6,41,58,0,0,0
opolskie,prudnicki,t1610,2021-03-23 00:00:00,0.73,251,12,0,4,71,4,75,39,1,0,1
mazowieckie,pruszkowski,t1421,2021-03-23 00:00:00,6.43,2616,149,13,107,205,127,345,335,0,0,0
mazowieckie,przasnyski,t1422,2021-03-23 00:00:00,4.01,568,21,0,21,52,21,73,78,2,0,2
podkarpackie,przemyski,t1813,2021-03-23 00:00:00,2.03,667,10,0,15,72,15,87,97,0,0,0
podkarpackie,Przemyśl,t1862,2021-03-23 00:00:00,1.32,589,23,1,8,69,10,80,104,0,0,0
podkarpackie,przeworski,t1814,2021-03-23 00:00:00,3.07,881,16,0,24,72,38,110,126,2,0,2
mazowieckie,przysuski,t1423,2021-03-23 00:00:00,0.97,328,5,1,4,20,5,26,56,1,0,1
śląskie,pszczyński,t2410,2021-03-23 00:00:00,4.75,1149,16,4,53,99,56,159,306,0,0,0
pomorskie,pucki,t2211,2021-03-23 00:00:00,10.67,966,59,0,93,105,96,201,140,1,1,0
lubelskie,puławski,t0614,2021-03-23 00:00:00,2.75,854,42,1,31,160,34,195,161,2,0,2
mazowieckie,pułtuski,t1424,2021-03-23 00:00:00,4.82,622,29,9,25,50,28,87,109,1,0,1
zachodniopomorskie,pyrzycki,t3212,2021-03-23 00:00:00,1.53,326,4,1,6,48,9,58,62,0,0,0
śląskie,raciborski,t2411,2021-03-23 00:00:00,0.93,794,15,0,10,92,16,108,136,1,0,1
mazowieckie,Radom,t1463,2021-03-23 00:00:00,2.94,1552,110,17,62,266,80,363,304,1,1,0
mazowieckie,radomski,t1425,2021-03-23 00:00:00,2.89,1280,51,5,44,124,52,181,197,1,1,0
łódzkie,radomszczański,t1012,2021-03-23 00:00:00,2.32,937,40,2,26,175,47,224,114,3,0,3
kujawsko-pomorskie,radziejowski,t0411,2021-03-23 00:00:00,5.72,223,8,0,23,53,23,76,59,0,0,0
lubelskie,radzyński,t0615,2021-03-23 00:00:00,1.54,414,16,0,9,59,10,69,48,1,0,1
wielkopolskie,rawicki,t3022,2021-03-23 00:00:00,6.31,589,14,1,38,50,40,91,121,0,0,0
łódzkie,rawski,t1013,2021-03-23 00:00:00,3.71,676,10,0,18,44,20,64,64,2,1,1
podkarpackie,ropczycko-sędziszowski,t1815,2021-03-23 00:00:00,0.67,400,23,0,5,52,6,58,45,2,0,2
śląskie,Ruda Śląska,t2472,2021-03-23 00:00:00,4.16,1664,104,3,57,170,60,233,323,0,0,0
śląskie,rybnicki,t2412,2021-03-23 00:00:00,3.58,1061,36,0,28,57,29,86,175,0,0,0
śląskie,Rybnik,t2473,2021-03-23 00:00:00,2.83,1148,59,0,39,135,42,177,231,4,0,4
lubelskie,rycki,t0616,2021-03-23 00:00:00,1.25,462,10,0,7,53,10,63,42,2,2,0
kujawsko-pomorskie,rypiński,t0412,2021-03-23 00:00:00,0.69,634,25,0,3,42,4,46,89,0,0,0
podkarpackie,Rzeszów,t1863,2021-03-23 00:00:00,4.78,2887,164,3,94,274,109,386,388,4,0,4
podkarpackie,rzeszowski,t1816,2021-03-23 00:00:00,2.88,2545,124,2,49,224,54,280,311,0,0,0
świętokrzyskie,sandomierski,t2609,2021-03-23 00:00:00,8.47,733,21,9,65,130,132,271,138,1,0,1
podkarpackie,sanocki,t1817,2021-03-23 00:00:00,3.19,992,45,0,30,129,31,160,123,3,0,3
podlaskie,sejneński,t2009,2021-03-23 00:00:00,1.51,119,2,0,3,8,3,11,16,0,0,0
kujawsko-pomorskie,sępoleński,t0413,2021-03-23 00:00:00,0.73,206,5,0,3,30,4,34,32,1,0,1
mazowieckie,Siedlce,t1464,2021-03-23 00:00:00,5.37,508,22,1,42,56,46,103,80,1,0,1
mazowieckie,siedlecki,t1426,2021-03-23 00:00:00,3.44,559,11,2,28,71,33,106,83,1,0,1
śląskie,Siemianowice Śląskie,t2474,2021-03-23 00:00:00,3.15,641,35,0,21,84,23,107,132,0,0,0
podlaskie,siemiatycki,t2010,2021-03-23 00:00:00,1.82,229,7,2,8,47,20,69,39,0,0,0
łódzkie,sieradzki,t1014,2021-03-23 00:00:00,2.04,644,21,0,24,118,27,145,93,2,0,2
mazowieckie,sierpecki,t1427,2021-03-23 00:00:00,5.99,648,17,0,31,63,34,97,161,1,0,1
świętokrzyskie,skarżyski,t2610,2021-03-23 00:00:00,6.8,618,12,24,50,139,91,254,118,2,0,2
łódzkie,Skierniewice,t1063,2021-03-23 00:00:00,4.38,478,15,1,21,52,23,76,104,0,0,0
łódzkie,skierniewicki,t1015,2021-03-23 00:00:00,1.57,367,5,0,6,39,7,46,56,0,0,0
zachodniopomorskie,sławieński,t3213,2021-03-23 00:00:00,1.25,493,14,1,7,30,9,40,85,0,0,0
lubuskie,słubicki,t0805,2021-03-23 00:00:00,3.62,478,21,0,17,208,17,225,79,0,0,0
wielkopolskie,słupecki,t3023,2021-03-23 00:00:00,3.22,531,32,1,19,51,20,72,96,0,0,0
pomorskie,Słupsk,t2263,2021-03-23 00:00:00,1.77,957,30,2,16,80,20,102,99,0,0,0
pomorskie,słupski,t2212,2021-03-23 00:00:00,1.82,935,49,0,18,73,19,92,129,0,0,0
mazowieckie,sochaczewski,t1428,2021-03-23 00:00:00,10.94,1395,30,2,93,157,98,257,249,1,0,1
mazowieckie,sokołowski,t1429,2021-03-23 00:00:00,0.93,223,10,1,5,40,6,47,58,0,0,0
podlaskie,sokólski,t2011,2021-03-23 00:00:00,1.21,332,7,1,8,49,9,59,60,0,0,0
pomorskie,Sopot,t2264,2021-03-23 00:00:00,2.81,332,19,1,10,59,11,71,66,0,0,0
śląskie,Sosnowiec,t2475,2021-03-23 00:00:00,8.24,2335,143,6,164,222,179,407,443,2,0,2
dolnośląskie,średzki,t0218,2021-03-23 00:00:00,2.71,594,28,0,15,52,28,80,134,0,0,0
wielkopolskie,średzki,t3025,2021-03-23 00:00:00,9.66,1160,43,1,57,70,60,131,162,0,0,0
wielkopolskie,śremski,t3026,2021-03-23 00:00:00,5.53,505,6,0,34,65,37,102,93,0,0,0
podkarpackie,stalowowolski,t1818,2021-03-23 00:00:00,3.78,1211,36,0,40,62,56,118,169,0,0,0
świętokrzyskie,starachowicki,t2611,2021-03-23 00:00:00,2.24,471,20,6,20,87,31,124,124,2,1,1
zachodniopomorskie,stargardzki,t3214,2021-03-23 00:00:00,1.41,905,26,1,17,94,24,119,198,2,0,2
pomorskie,starogardzki,t2213,2021-03-23 00:00:00,0.86,1479,85,1,11,54,13,68,187,1,0,1
świętokrzyskie,staszowski,t2612,2021-03-23 00:00:00,2.65,363,9,13,19,100,21,134,80,2,0,2
opolskie,strzelecki,t1611,2021-03-23 00:00:00,2.16,704,19,1,16,164,18,183,136,1,0,1
lubuskie,strzelecko-drezdenecki,t0806,2021-03-23 00:00:00,3.27,611,29,1,16,69,18,88,143,1,1,0
dolnośląskie,strzeliński,t0217,2021-03-23 00:00:00,2.99,821,15,2,13,44,24,70,142,1,1,0
podkarpackie,strzyżowski,t1819,2021-03-23 00:00:00,1.31,564,24,0,8,63,11,74,76,1,0,1
lubuskie,sulęciński,t0807,2021-03-23 00:00:00,4.27,333,5,0,15,88,17,105,80,0,0,0
małopolskie,suski,t1215,2021-03-23 00:00:00,2.49,621,32,2,21,69,23,94,107,4,0,4
podlaskie,Suwałki,t2063,2021-03-23 00:00:00,1.15,368,18,0,8,25,8,33,75,0,0,0
podlaskie,suwalski,t2012,2021-03-23 00:00:00,1.69,128,5,1,6,12,6,19,20,0,0,0
dolnośląskie,świdnicki,t0219,2021-03-23 00:00:00,3.64,1866,78,7,57,147,92,246,238,5,1,4
lubelskie,świdnicki,t0617,2021-03-23 00:00:00,6.83,632,25,0,49,80,53,133,119,0,0,0
zachodniopomorskie,świdwiński,t3216,2021-03-23 00:00:00,2.79,189,5,3,13,43,13,59,29,0,0,0
lubuskie,świebodziński,t0808,2021-03-23 00:00:00,1.26,681,24,0,7,85,9,94,116,0,0,0
kujawsko-pomorskie,świecki,t0414,2021-03-23 00:00:00,1.52,762,40,6,15,126,15,147,172,3,0,3
śląskie,Świętochłowice,t2476,2021-03-23 00:00:00,2.63,335,15,0,13,39,15,54,92,1,1,0
zachodniopomorskie,Świnoujście,t3263,2021-03-23 00:00:00,1.71,339,14,0,7,30,9,39,56,0,0,0
wielkopolskie,szamotulski,t3024,2021-03-23 00:00:00,2.18,1227,44,0,20,71,20,91,290,0,0,0
zachodniopomorskie,Szczecin,t3262,2021-03-23 00:00:00,3.32,3328,139,13,133,543,152,708,629,0,0,0
zachodniopomorskie,szczecinecki,t3215,2021-03-23 00:00:00,5.43,646,23,2,42,65,42,109,154,0,0,0
warmińsko-mazurskie,szczycieński,t2817,2021-03-23 00:00:00,7.36,769,68,0,51,83,52,135,147,1,0,1
pomorskie,sztumski,t2216,2021-03-23 00:00:00,0.97,478,40,2,4,46,4,52,64,0,0,0
mazowieckie,szydłowiecki,t1430,2021-03-23 00:00:00,0.25,377,4,0,1,36,2,38,48,0,0,0
podkarpackie,Tarnobrzeg,t1864,2021-03-23 00:00:00,6.44,576,42,1,30,112,66,179,119,0,0,0
podkarpackie,tarnobrzeski,t1820,2021-03-23 00:00:00,8.51,567,31,0,45,81,102,183,108,1,0,1
śląskie,tarnogórski,t2413,2021-03-23 00:00:00,6.18,1653,65,2,87,187,92,281,338,1,0,1
małopolskie,Tarnów,t1263,2021-03-23 00:00:00,3.79,904,67,2,41,85,41,128,162,0,0,0
małopolskie,tarnowski,t1216,2021-03-23 00:00:00,2.78,1518,70,1,56,155,60,216,206,0,0,0
małopolskie,tatrzański,t1217,2021-03-23 00:00:00,1.17,316,15,0,8,62,9,71,67,0,0,0
pomorskie,tczewski,t2214,2021-03-23 00:00:00,2.08,1406,52,2,24,74,25,101,208,3,0,3
lubelskie,tomaszowski,t0618,2021-03-23 00:00:00,4.98,415,7,7,41,85,44,136,98,4,0,4
łódzkie,tomaszowski,t1016,2021-03-23 00:00:00,3.27,767,33,1,38,126,39,166,175,4,0,4
kujawsko-pomorskie,Toruń,t0463,2021-03-23 00:00:00,4.82,2123,101,6,97,457,183,646,398,2,0,2
kujawsko-pomorskie,toruński,t0415,2021-03-23 00:00:00,3.67,1204,46,1,40,184,70,255,254,0,0,0
dolnośląskie,trzebnicki,t0220,2021-03-23 00:00:00,5.85,1049,30,8,50,103,80,191,146,0,0,0
kujawsko-pomorskie,tucholski,t0416,2021-03-23 00:00:00,4.97,697,28,1,24,80,60,141,92,0,0,0
wielkopolskie,turecki,t3027,2021-03-23 00:00:00,1.43,898,59,1,12,64,13,78,148,0,0,0
śląskie,Tychy,t2477,2021-03-23 00:00:00,6.83,1626,87,2,87,148,94,244,350,1,0,1
kujawsko-pomorskie,wąbrzeski,t0417,2021-03-23 00:00:00,9.67,319,7,1,33,47,34,82,84,1,0,1
małopolskie,wadowicki,t1218,2021-03-23 00:00:00,3.38,2066,84,4,54,119,58,181,337,2,1,1
wielkopolskie,wągrowiecki,t3028,2021-03-23 00:00:00,1.71,1015,15,0,12,63,54,117,133,0,0,0
dolnośląskie,Wałbrzych,t0265,2021-03-23 00:00:00,5.61,1085,79,0,62,158,103,261,181,1,1,0
dolnośląskie,wałbrzyski,t0221,2021-03-23 00:00:00,8.66,683,42,0,48,109,87,196,102,1,1,0
zachodniopomorskie,wałecki,t3217,2021-03-23 00:00:00,0.19,258,5,0,1,31,1,32,48,1,0,1
mazowieckie,Warszawa,t1465,2021-03-23 00:00:00,8.3,23291,1665,248,1489,3397,1865,5510,2881,17,0,17
mazowieckie,warszawski zachodni,t1432,2021-03-23 00:00:00,7.61,2463,141,16,91,164,116,296,262,1,1,0
warmińsko-mazurskie,węgorzewski,t2819,2021-03-23 00:00:00,0.89,187,8,0,2,24,2,26,29,0,0,0
mazowieckie,węgrowski,t1433,2021-03-23 00:00:00,2.74,526,9,30,18,61,29,120,124,1,0,1
pomorskie,wejherowski,t2215,2021-03-23 00:00:00,4.3,2602,118,6,94,310,104,420,335,1,0,1
małopolskie,wielicki,t1219,2021-03-23 00:00:00,5.23,2461,77,7,68,101,73,181,267,1,0,1
łódzkie,wieluński,t1017,2021-03-23 00:00:00,3.29,352,6,9,25,166,54,229,79,1,1,0
łódzkie,wieruszowski,t1018,2021-03-23 00:00:00,0.24,199,9,1,1,33,3,37,25,1,0,1
kujawsko-pomorskie,Włocławek,t0464,2021-03-23 00:00:00,2.47,592,32,1,27,109,30,140,139,5,0,5
kujawsko-pomorskie,włocławski,t0418,2021-03-23 00:00:00,1.4,523,23,2,12,72,13,87,106,2,0,2
lubelskie,włodawski,t0619,2021-03-23 00:00:00,5.23,378,4,1,20,44,20,65,47,0,0,0
świętokrzyskie,włoszczowski,t2613,2021-03-23 00:00:00,4.23,272,8,3,19,56,21,80,57,3,1,2
śląskie,wodzisławski,t2415,2021-03-23 00:00:00,2.17,1404,56,6,34,131,47,184,343,1,0,1
mazowieckie,wołomiński,t1434,2021-03-23 00:00:00,6.85,4416,218,27,172,291,203,521,611,0,0,0
dolnośląskie,wołowski,t0222,2021-03-23 00:00:00,4.28,258,2,1,20,71,34,106,36,1,0,1
wielkopolskie,wolsztyński,t3029,2021-03-23 00:00:00,1.91,543,23,0,11,59,12,71,74,0,0,0
dolnośląskie,Wrocław,t0264,2021-03-23 00:00:00,6.31,6167,520,20,406,1025,551,1596,1218,8,7,1
dolnośląskie,wrocławski,t0223,2021-03-23 00:00:00,6.76,2323,159,4,104,259,148,411,437,1,1,0
wielkopolskie,wrzesiński,t3030,2021-03-23 00:00:00,4.23,630,37,1,33,47,34,82,158,0,0,0
lubuskie,wschowski,t0812,2021-03-23 00:00:00,6.45,368,17,0,25,65,27,92,73,0,0,0
podlaskie,wysokomazowiecki,t2013,2021-03-23 00:00:00,2.82,219,6,1,16,64,17,82,44,0,0,0
mazowieckie,wyszkowski,t1435,2021-03-23 00:00:00,2.69,939,58,5,20,61,23,89,137,0,0,0
dolnośląskie,ząbkowicki,t0224,2021-03-23 00:00:00,2.17,661,23,0,14,63,16,79,125,0,0,0
śląskie,Zabrze,t2478,2021-03-23 00:00:00,1.86,1485,94,0,32,160,40,200,296,2,0,2
lubuskie,żagański,t0810,2021-03-23 00:00:00,3.56,492,14,1,28,143,29,173,126,0,0,0
podlaskie,zambrowski,t2014,2021-03-23 00:00:00,3.23,398,12,3,14,44,15,62,72,0,0,0
lubelskie,zamojski,t0620,2021-03-23 00:00:00,2.27,688,31,2,24,75,26,103,110,0,0,0
lubelskie,Zamość,t0664,2021-03-23 00:00:00,1.42,463,34,0,9,77,10,87,107,1,0,1
lubuskie,żarski,t0811,2021-03-23 00:00:00,3.24,519,11,2,31,202,35,239,111,0,0,0
śląskie,zawierciański,t2416,2021-03-23 00:00:00,6.66,1192,44,2,78,145,82,229,231,2,0,2
łódzkie,zduńskowolski,t1019,2021-03-23 00:00:00,0.91,681,11,0,6,61,10,71,125,0,0,0
łódzkie,zgierski,t1020,2021-03-23 00:00:00,6.2,1458,52,3,103,359,113,475,275,0,0,0
dolnośląskie,zgorzelecki,t0225,2021-03-23 00:00:00,2.48,587,9,3,22,62,24,89,106,0,0,0
lubuskie,Zielona Góra,t0862,2021-03-23 00:00:00,5.59,1766,154,11,79,261,92,364,311,1,0,1
lubuskie,zielonogórski,t0809,2021-03-23 00:00:00,4.49,1009,54,3,34,128,36,167,149,1,0,1
dolnośląskie,złotoryjski,t0226,2021-03-23 00:00:00,2.08,202,10,1,9,40,10,51,36,0,0,0
wielkopolskie,złotowski,t3031,2021-03-23 00:00:00,0.72,495,20,0,5,65,6,71,87,0,0,0
kujawsko-pomorskie,żniński,t0419,2021-03-23 00:00:00,2.85,880,49,0,20,55,21,76,118,1,0,1
śląskie,Żory,t2479,2021-03-23 00:00:00,1.44,675,27,0,9,37,14,51,130,1,0,1
mazowieckie,żuromiński,t1437,2021-03-23 00:00:00,2.35,226,8,1,9,39,9,49,33,0,0,0
mazowieckie,zwoleński,t1436,2021-03-23 00:00:00,1.94,307,8,1,7,29,8,38,46,1,0,1
mazowieckie,żyrardowski,t1438,2021-03-23 00:00:00,3.57,897,61,0,27,97,46,143,144,2,2,0
śląskie,żywiecki,t2417,2021-03-23 00:00:00,2.56,3167,201,6,39,150,43,199,386,4,0,4
kujawsko-pomorskie,aleksandrowski,t0401,2021-03-22 00:00:00,1.82,639,29,0,10,17,10,27,10,1,0,1
podlaskie,augustowski,t2001,2021-03-22 00:00:00,2.59,262,6,0,15,21,15,36,0,0,0,0
warmińsko-mazurskie,bartoszycki,t2801,2021-03-22 00:00:00,3.16,605,51,0,18,10,19,29,3,0,0,0
śląskie,będziński,t2401,2021-03-22 00:00:00,5.14,2077,124,6,76,115,79,200,22,0,0,0
łódzkie,bełchatowski,t1001,2021-03-22 00:00:00,1.77,581,35,1,20,91,22,114,10,0,0,0
lubelskie,Biała Podlaska,t0661,2021-03-22 00:00:00,0.52,321,31,0,3,24,4,28,0,0,0,0
mazowieckie,białobrzeski,t1401,2021-03-22 00:00:00,4.8,408,13,0,16,17,20,37,0,0,0,0
zachodniopomorskie,białogardzki,t3201,2021-03-22 00:00:00,2.74,190,13,2,13,27,14,43,1,0,0,0
podlaskie,białostocki,t2002,2021-03-22 00:00:00,1.86,813,59,0,28,63,30,93,1,0,0,0
lubelskie,bialski,t0601,2021-03-22 00:00:00,0.45,760,30,0,5,43,5,48,0,0,0,0
podlaskie,Białystok,t2061,2021-03-22 00:00:00,1.51,1367,95,1,45,167,50,218,1,0,0,0
podlaskie,bielski,t2003,2021-03-22 00:00:00,2.03,298,2,0,11,20,11,31,0,0,0,0
śląskie,bielski,t2402,2021-03-22 00:00:00,9.08,3229,158,1,151,138,156,295,18,0,0,0
śląskie,Bielsko-Biała,t2461,2021-03-22 00:00:00,8.4,2652,145,8,143,185,160,353,9,0,0,0
śląskie,bieruńsko-lędziński,t2414,2021-03-22 00:00:00,4.18,498,33,3,25,33,25,61,2,0,0,0
podkarpackie,bieszczadzki,t1801,2021-03-22 00:00:00,1.85,377,7,0,4,17,4,21,1,0,0,0
lubelskie,biłgorajski,t0602,2021-03-22 00:00:00,0.5,735,46,0,5,39,5,44,2,0,0,0
małopolskie,bocheński,t1201,2021-03-22 00:00:00,2.99,1090,56,1,32,86,36,123,1,0,0,0
dolnośląskie,bolesławiecki,t0201,2021-03-22 00:00:00,2.67,367,10,1,24,72,26,99,0,0,0,0
warmińsko-mazurskie,braniewski,t2802,2021-03-22 00:00:00,5.86,461,19,2,24,29,25,56,0,0,0,0
kujawsko-pomorskie,brodnicki,t0402,2021-03-22 00:00:00,2.02,625,31,0,16,39,17,56,1,1,0,1
małopolskie,brzeski,t1202,2021-03-22 00:00:00,1.72,1016,35,1,16,119,21,141,0,0,0,0
opolskie,brzeski,t1601,2021-03-22 00:00:00,2.12,507,19,0,19,46,22,68,0,0,0,0
łódzkie,brzeziński,t1021,2021-03-22 00:00:00,1.62,291,3,0,5,12,5,17,0,0,0,0
podkarpackie,brzozowski,t1802,2021-03-22 00:00:00,2.44,655,19,1,16,47,16,64,0,0,0,0
świętokrzyskie,buski,t2601,2021-03-22 00:00:00,4.06,637,18,8,29,48,31,87,0,0,0,0
kujawsko-pomorskie,bydgoski,t0403,2021-03-22 00:00:00,3.68,1354,87,2,44,113,44,159,12,0,0,0
kujawsko-pomorskie,Bydgoszcz,t0461,2021-03-22 00:00:00,6.03,2979,229,15,209,456,220,691,64,0,0,0
śląskie,Bytom,t2462,2021-03-22 00:00:00,2.25,1257,31,6,37,118,38,162,4,0,0,0
pomorskie,bytowski,t2201,2021-03-22 00:00:00,2.27,576,28,6,18,68,18,92,0,0,0,0
Cały kraj,Cały kraj,t0000,2021-03-22 00:00:00,3.8,351928,19320,963,14578,32625,15547,49135,1029,65,11,54
lubelskie,Chełm,t0662,2021-03-22 00:00:00,1.95,406,31,1,12,41,13,55,0,0,0,0
kujawsko-pomorskie,chełmiński,t0404,2021-03-22 00:00:00,2.32,468,24,0,12,32,12,44,0,0,0,0
lubelskie,chełmski,t0603,2021-03-22 00:00:00,1.8,392,14,1,14,34,15,50,1,0,0,0
wielkopolskie,chodzieski,t3001,2021-03-22 00:00:00,2.98,287,4,0,14,47,15,62,0,0,0,0
pomorskie,chojnicki,t2202,2021-03-22 00:00:00,2.76,480,28,0,27,34,29,63,1,0,0,0
śląskie,Chorzów,t2463,2021-03-22 00:00:00,3.07,825,40,2,33,80,34,116,1,0,0,0
zachodniopomorskie,choszczeński,t3202,2021-03-22 00:00:00,2.5,274,23,4,12,44,14,62,2,0,0,0
małopolskie,chrzanowski,t1203,2021-03-22 00:00:00,2.98,1008,58,1,37,80,38,119,0,0,0,0
mazowieckie,ciechanowski,t1402,2021-03-22 00:00:00,3.03,782,45,1,27,75,28,104,1,0,0,0
śląskie,cieszyński,t2403,2021-03-22 00:00:00,3.37,1722,97,3,60,103,68,174,3,1,0,1
wielkopolskie,czarnkowsko-trzcianecki,t3002,2021-03-22 00:00:00,2.99,939,41,0,26,34,29,63,2,0,0,0
śląskie,Częstochowa,t2464,2021-03-22 00:00:00,3.42,1161,81,4,75,141,86,231,7,0,0,0
śląskie,częstochowski,t2404,2021-03-22 00:00:00,1.64,781,36,6,22,84,27,117,13,0,0,0
pomorskie,człuchowski,t2203,2021-03-22 00:00:00,1.25,201,32,0,7,24,9,33,0,0,0,0
śląskie,Dąbrowa Górnicza,t2465,2021-03-22 00:00:00,3.95,1568,98,3,47,73,50,126,4,0,0,0
małopolskie,dąbrowski,t1204,2021-03-22 00:00:00,0.51,373,26,2,3,21,4,27,1,0,0,0
podkarpackie,dębicki,t1803,2021-03-22 00:00:00,2.07,1232,39,0,28,85,28,113,1,0,0,0
zachodniopomorskie,drawski,t3203,2021-03-22 00:00:00,1.23,510,15,0,7,42,8,50,1,0,0,0
warmińsko-mazurskie,działdowski,t2803,2021-03-22 00:00:00,3.85,722,52,0,25,25,29,54,0,0,0,0
dolnośląskie,dzierżoniowski,t0202,2021-03-22 00:00:00,6.67,577,31,3,67,44,67,114,0,0,0,0
warmińsko-mazurskie,Elbląg,t2861,2021-03-22 00:00:00,1.09,727,52,2,13,53,14,69,2,0,0,0
warmińsko-mazurskie,elbląski,t2804,2021-03-22 00:00:00,1.4,290,22,0,8,27,8,35,0,0,0,0
warmińsko-mazurskie,ełcki,t2805,2021-03-22 00:00:00,1.31,699,42,0,12,40,13,53,0,0,0,0
mazowieckie,garwoliński,t1403,2021-03-22 00:00:00,1.93,701,11,2,21,77,21,100,0,0,0,0
pomorskie,Gdańsk,t2261,2021-03-22 00:00:00,8.93,6827,382,18,421,752,437,1207,5,5,0,5
pomorskie,gdański,t2204,2021-03-22 00:00:00,4.94,2039,117,6,59,130,69,205,2,0,0,0
pomorskie,Gdynia,t2262,2021-03-22 00:00:00,3.29,3517,177,8,81,233,85,326,2,0,0,0
warmińsko-mazurskie,giżycki,t2806,2021-03-22 00:00:00,2.13,341,28,0,12,43,12,55,0,0,0,0
śląskie,Gliwice,t2466,2021-03-22 00:00:00,3.14,1507,88,4,56,177,59,240,2,0,0,0
śląskie,gliwicki,t2405,2021-03-22 00:00:00,4.24,1214,75,6,49,152,52,210,1,0,0,0
dolnośląskie,głogowski,t0203,2021-03-22 00:00:00,2.59,610,37,2,23,68,24,94,0,0,0,0
opolskie,głubczycki,t1602,2021-03-22 00:00:00,1.99,200,6,1,9,49,9,59,4,0,0,0
wielkopolskie,gnieźnieński,t3003,2021-03-22 00:00:00,2.34,2127,121,5,34,55,36,96,1,0,0,0
warmińsko-mazurskie,gołdapski,t2818,2021-03-22 00:00:00,1.13,205,2,0,3,11,3,14,3,0,0,0
zachodniopomorskie,goleniowski,t3204,2021-03-22 00:00:00,4.98,651,39,2,41,123,42,167,1,0,0,0
kujawsko-pomorskie,golubsko-dobrzyński,t0405,2021-03-22 00:00:00,2.22,707,42,1,10,26,10,37,2,0,0,0
małopolskie,gorlicki,t1205,2021-03-22 00:00:00,1.2,646,16,1,13,92,14,107,6,0,0,0
dolnośląskie,górowski,t0204,2021-03-22 00:00:00,0,185,2,0,0,23,0,23,0,0,0,0
lubuskie,Gorzów Wielkopolski,t0861,2021-03-22 00:00:00,6,1270,134,2,74,160,82,244,2,0,0,0
lubuskie,gorzowski,t0801,2021-03-22 00:00:00,3.75,810,63,0,27,107,28,135,0,0,0,0
mazowieckie,gostyniński,t1404,2021-03-22 00:00:00,2.68,186,8,1,12,24,12,37,2,0,0,0
wielkopolskie,gostyński,t3004,2021-03-22 00:00:00,1.71,388,14,0,13,39,13,52,3,0,0,0
podlaskie,grajewski,t2004,2021-03-22 00:00:00,1.91,340,10,0,9,24,10,34,0,0,0,0
mazowieckie,grodziski,t1405,2021-03-22 00:00:00,6.1,1890,126,2,59,184,66,252,3,0,0,0
wielkopolskie,grodziski,t3005,2021-03-22 00:00:00,0.58,467,10,1,3,21,5,27,1,2,0,2
mazowieckie,grójecki,t1406,2021-03-22 00:00:00,6.01,1995,19,3,59,98,61,162,0,0,0,0
kujawsko-pomorskie,Grudziądz,t0462,2021-03-22 00:00:00,5.31,988,71,1,50,73,53,127,0,0,0,0
kujawsko-pomorskie,grudziądzki,t0406,2021-03-22 00:00:00,2.74,483,17,1,11,20,11,32,0,0,0,0
zachodniopomorskie,gryficki,t3205,2021-03-22 00:00:00,3.17,381,11,3,19,48,19,70,0,0,0,0
zachodniopomorskie,gryfiński,t3206,2021-03-22 00:00:00,2.94,427,13,2,24,116,28,146,6,0,0,0
podlaskie,hajnowski,t2005,2021-03-22 00:00:00,1.18,270,8,0,5,15,6,21,0,0,0,0
lubelskie,hrubieszowski,t0604,2021-03-22 00:00:00,0.8,804,36,0,5,29,6,35,3,0,0,0
warmińsko-mazurskie,iławski,t2807,2021-03-22 00:00:00,1.83,1670,60,0,17,60,20,80,0,0,0,0
kujawsko-pomorskie,inowrocławski,t0407,2021-03-22 00:00:00,4.46,1381,73,8,71,108,78,194,9,1,0,1
